,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Stopa zwrotu,Stopa otwarcie-zamkniecie,Stopa zamkniecie-otwarcie
224,2022-11-23,4.678,4.736,4.6,4.668,817227,0.008605905092879507,-0.0021399537376776134,-0.016850690351855935
225,2022-11-24,4.676,4.758,4.63,4.7,369859,0.00683179429170333,0.00511946510619099,-0.004691840554025717
226,2022-11-25,4.76,4.778,4.672,4.75,540059,0.010582109330536937,-0.0021030501967786996,-0.015701574436727928
227,2022-11-28,4.73,4.74,4.64,4.712,659418,-0.008032171697264445,-0.0038127561545562294,0.010135221894043145
228,2022-11-29,4.69,4.714,4.6,4.644,537273,-0.014536382513640422,-0.009856518622542998,0.018349138668196652
229,2022-11-30,4.65,4.76,4.59,4.64,1698079,-0.0008616975974811147,-0.002152853361101048,0.010718216220024113
230,2022-12-01,4.75,4.758,4.652,4.7,746004,0.012848142477849045,-0.010582109330536937,-0.010695289116747997
231,2022-12-02,4.7,4.7,4.552,4.574,1020455,-0.02717441311542368,-0.02717441311542368,0.037756522445960616
232,2022-12-05,4.584,4.768,4.584,4.71,565299,0.02929981242773705,0.027115928615887963,-0.0021253993123133696
233,2022-12-06,4.652,4.652,4.54,4.58,1011377,-0.027988909902232795,-0.015598236530324439,0.0008729812863448316
234,2022-12-07,4.57,4.638,4.53,4.586,384455,0.0013091863096192924,0.00349497952959954,0.014289050220705146
235,2022-12-08,4.56,4.56,4.42,4.486,595438,-0.022046748337696265,-0.01636118742827808,0.018551768808096725
236,2022-12-09,4.48,4.508,4.35,4.44,530475,-0.01030705965388301,-0.008968669982760247,0.02666824708216109
237,2022-12-12,4.4,4.454,4.34,4.44,389729,0.0,0.009049835519918004,0.008968669982760247
